meting_nummer,tijd_unix_ms,testwaarde,echo_waarde,verschil,round_trip_seconden
320,1744280280803,320,320,0,0.014053106307983398
321,1744280281031,321,321,0,0.01401519775390625
322,1744280281264,322,322,0,0.013666868209838867
323,1744280281491,323,323,0,0.013235330581665039
324,1744280281718,324,324,0,0.016505718231201172
325,1744280281949,325,325,0,0.014278650283813477
326,1744280282178,326,326,0,0.013667821884155273
327,1744280282407,327,327,0,0.012346029281616211
328,1744280282627,328,328,0,0.016210317611694336
329,1744280282858,329,329,0,0.014081239700317383
330,1744280283091,330,330,0,0.013100862503051758
331,1744280283317,331,331,0,0.01470804214477539
332,1744280283548,332,332,0,0.01742243766784668
333,1744280283779,333,333,0,0.013212442398071289
334,1744280284010,334,334,0,0.015369653701782227
335,1744280284238,335,335,0,0.012526512145996094
336,1744280284467,336,336,0,0.012765169143676758
337,1744280284697,337,337,0,0.013333320617675781
338,1744280284923,338,338,0,0.004270792007446289
339,1744280285142,339,339,0,0.017588376998901367
340,1744280285375,340,340,0,0.013093709945678711
341,1744280285603,341,341,0,0.00362396240234375
342,1744280285811,342,342,0,0.017407655715942383
343,1744280286044,343,343,0,0.017181396484375
344,1744280286281,344,344,0,0.016007184982299805
345,1744280286513,345,345,0,0.015520811080932617
346,1744280286742,346,346,0,0.017030954360961914
347,1744280286977,347,347,0,0.01746845245361328
348,1744280287211,348,348,0,0.01401066780090332
349,1744280287439,349,349,0,0.010563850402832031
350,1744280287656,350,350,0,0.018596172332763672
351,1744280287893,351,351,0,0.01316213607788086
352,1744280288125,352,352,0,0.013237237930297852
353,1744280288352,353,353,0,0.013289928436279297
354,1744280288580,354,354,0,0.015487194061279297
355,1744280288810,355,355,0,0.016672611236572266
356,1744280289042,356,356,0,0.012609004974365234
357,1744280289269,357,357,0,0.024024248123168945
358,1744280289509,358,358,0,0.013934135437011719
359,1744280289738,359,359,0,0.004435539245605469
360,1744280289974,360,360,0,0.0164492130279541
361,1744280290205,361,361,0,0.016429424285888672
362,1744280290427,362,362,0,0.012968063354492188
363,1744280290658,363,363,0,0.015042304992675781
364,1744280290883,364,364,0,0.013721704483032227
365,1744280291111,365,365,0,0.008504390716552734
366,1744280291327,366,366,0,0.013187170028686523
367,1744280291556,367,367,0,0.013002395629882812
368,1744280291782,368,368,0,0.01345062255859375
369,1744280292010,369,369,0,0.013051271438598633
370,1744280292239,370,370,0,0.03123927116394043
371,1744280292483,371,371,0,0.007552146911621094
372,1744280292705,372,372,0,0.015742063522338867
373,1744280292937,373,373,0,0.013294696807861328
374,1744280293165,374,374,0,0.019807100296020508
375,1744280293403,375,375,0,0.010486602783203125
376,1744280293628,376,376,0,0.013684749603271484
377,1744280293848,377,377,0,0.013406515121459961
378,1744280294078,378,378,0,0.013533592224121094
379,1744280294307,379,379,0,0.013499021530151367
380,1744280294537,380,380,0,0.013318777084350586
381,1744280294767,381,381,0,0.013243675231933594
382,1744280294995,382,382,0,0.015542268753051758
383,1744280295227,383,383,0,0.016295909881591797
384,1744280295462,384,384,0,0.012659311294555664
385,1744280295721,385,385,0,0.013197660446166992
386,1744280295949,386,386,0,0.01625823974609375
387,1744280296179,387,387,0,0.01869344711303711
388,1744280296414,388,388,0,0.017307519912719727
389,1744280296646,389,389,0,0.013174295425415039
390,1744280296876,390,390,0,0.02141118049621582
391,1744280297113,391,391,0,0.005944013595581055
392,1744280297346,392,392,0,0.012598276138305664
393,1744280297572,393,393,0,0.016438007354736328
394,1744280297804,394,394,0,0.016183853149414062
395,1744280298038,395,395,0,0.014783143997192383
396,1744280298270,396,396,0,0.017264366149902344
397,1744280298501,397,397,0,0.014536380767822266
398,1744280298734,398,398,0,0.016333580017089844
399,1744280298966,399,399,0,0.017087697982788086
400,1744280299202,400,400,0,0.015131950378417969
401,1744280299432,401,401,0,0.013949871063232422
402,1744280299660,402,402,0,0.013196468353271484
403,1744280299887,403,403,0,0.015164375305175781
404,1744280300117,404,404,0,0.016155004501342773
405,1744280300350,405,405,0,0.016805648803710938
406,1744280300583,406,406,0,0.0043294429779052734
407,1744280300814,407,407,0,0.013343572616577148
408,1744280301042,408,408,0,0.018700838088989258
409,1744280301274,409,409,0,0.01336050033569336
410,1744280301503,410,410,0,0.015669584274291992
411,1744280301732,411,411,0,0.014588117599487305
412,1744280301964,412,412,0,0.01446223258972168
413,1744280302192,413,413,0,0.021678924560546875
414,1744280302429,414,414,0,0.01333165168762207
415,1744280302661,415,415,0,0.015284299850463867
416,1744280302894,416,416,0,0.004107236862182617
417,1744280303103,417,417,0,0.011328458786010742
418,1744280303332,418,418,0,0.013216257095336914
419,1744280303560,419,419,0,0.013478994369506836
420,1744280303787,420,420,0,0.014495134353637695
421,1744280304019,421,421,0,0.013475418090820312
422,1744280304250,422,422,0,0.010167837142944336
423,1744280304479,423,423,0,0.01427006721496582
